,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
348,Dan Khun Thot,TH,15.2085,101.7714,74.37,93,100,5.28,overcast clouds
349,Puerto Penasco,MX,31.3167,-113.5333,75.9,67,0,10.0,clear sky
350,Pacsa,HU,46.7198,17.014,54.79,62,0,4.61,clear sky
351,Devrek,TR,41.2192,31.9558,44.11,94,8,3.67,clear sky
352,Lazaro Cardenas,MX,17.9583,-102.2,83.26,56,42,12.8,scattered clouds
353,Bilma,NE,18.6853,12.9164,92.55,18,97,8.57,overcast clouds
354,Roma,US,43.2128,-75.4557,58.73,85,100,10.36,overcast clouds
355,Vao,NC,-22.6667,167.4833,75.78,81,63,21.25,broken clouds
356,Dudinka,RU,69.4058,86.1778,34.63,80,100,10.67,overcast clouds
357,Severo-Kurilsk,RU,50.6789,156.125,43.38,89,100,6.26,overcast clouds
358,Alta Floresta,BR,-9.8756,-56.0861,63.12,59,64,1.25,broken clouds
359,Furth Im Wald,DE,49.3097,12.84,64.42,86,98,2.53,light rain
360,Kapoeta,SS,4.7717,33.5903,80.51,52,81,4.18,broken clouds
361,Te Anau,NZ,-45.4167,167.7167,40.69,91,98,0.89,overcast clouds
362,Borogontsy,RU,62.6683,131.1683,42.06,81,97,10.25,overcast clouds
363,Grand-Santi,GF,4.25,-54.3833,72.34,99,100,1.43,overcast clouds
364,Marion,US,39.7684,-86.1555,78.58,75,100,12.66,light rain
365,Sao Miguel,BR,-5.4667,-35.3667,81.37,85,78,9.33,broken clouds
366,Kirkuk,IQ,35.4681,44.3922,79.56,19,1,3.71,clear sky
367,Impfondo,CG,1.6381,18.0667,73.47,94,99,1.12,light rain
368,Tottori,JP,35.5,134.2333,66.56,69,100,4.88,overcast clouds
369,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,5.75,scattered clouds
370,Berlevag,NO,70.8578,29.0864,33.75,75,100,3.44,overcast clouds
371,Broome,US,42.2506,-75.833,67.8,73,20,8.05,few clouds
372,Mantua,IT,45.1667,10.7833,69.04,66,61,1.99,broken clouds
373,Waipawa,NZ,-41.4122,175.5153,51.57,88,80,20.56,light rain
374,Labuhan,ID,-6.8844,112.2051,77.77,88,99,7.78,overcast clouds
375,Cabangahan,PH,9.0781,122.9469,82.09,77,53,5.97,broken clouds
376,Payakumbuh,ID,-0.2202,100.6308,68.34,93,97,2.37,overcast clouds
377,Isabela,PH,6.7085,121.9711,81.03,84,89,0.45,overcast clouds
378,Pudozh,RU,61.8099,36.5345,30.27,88,28,4.14,scattered clouds
379,Geraldton,AU,-28.7667,114.6,61.21,94,40,6.91,scattered clouds
380,Sioux Lookout,CA,50.1001,-91.917,58.39,41,89,6.82,overcast clouds
381,Pallasovka,RU,50.05,46.8833,52.02,81,100,3.53,overcast clouds
382,Urucara,BR,-2.5364,-57.76,70.93,96,100,1.74,overcast clouds
383,Masuguru,TZ,-11.3667,38.4167,68.94,98,92,2.66,overcast clouds
384,Thakurgaon,BD,26.0333,88.4667,71.94,94,27,13.29,scattered clouds
385,Kumylzhenskaya,RU,49.8809,42.5898,47.98,73,92,3.31,overcast clouds
386,Gorokhovets,RU,56.1947,42.7003,35.91,90,52,6.22,broken clouds
387,Sur,OM,22.5667,59.5289,89.28,40,0,13.35,clear sky
388,Korla,CN,41.7597,86.1469,73.4,21,72,12.33,broken clouds
389,Berdigestyakh,RU,62.0989,126.6992,42.01,88,93,8.48,overcast clouds
390,Balaguer,ES,41.7912,0.8109,74.16,56,86,7.18,overcast clouds
391,Saint-Leu,RE,-21.15,55.2833,68.83,71,30,5.28,scattered clouds
392,Pevek,RU,69.7008,170.3133,32.54,99,100,3.4,overcast clouds
393,Ende,ID,-8.8432,121.6623,77.81,82,10,4.32,clear sky
394,Mogadishu,SO,2.0371,45.3438,79.7,79,44,17.16,scattered clouds
395,Wagar,SD,16.1525,36.2032,88.66,24,51,7.87,broken clouds
396,Bisho,ZA,-32.8472,27.4422,55.6,97,100,5.35,light rain
397,Tsalka,GE,41.5946,44.0891,39.76,97,98,7.02,overcast clouds
398,Port Hedland,AU,-20.3167,118.5667,69.85,100,0,5.75,clear sky
399,Obo,CF,5.3998,26.4869,68.54,97,92,3.44,light rain
400,Loiza,PR,18.4313,-65.8802,83.44,77,20,14.97,haze
401,Cap Malheureux,MU,-19.9842,57.6142,71.47,81,42,3.0,scattered clouds
402,Lagoa,PT,39.05,-27.9833,59.16,78,74,5.46,broken clouds
403,Kaliua,TZ,-5.0606,31.7936,63.64,73,58,3.89,broken clouds
404,Talnakh,RU,69.4865,88.3972,34.21,83,89,5.39,overcast clouds
405,Requena,ES,39.4883,-1.1004,58.51,68,76,5.86,broken clouds
406,Kandrian,PG,-6.2167,149.55,80.58,83,94,6.76,light rain
407,Elko,US,41.0002,-115.5012,68.02,17,65,23.0,broken clouds
408,Camocim,BR,-2.9022,-40.8411,78.12,86,100,5.95,overcast clouds
409,Asau,RO,46.4333,26.4,50.95,70,37,5.68,scattered clouds
410,Quelimane,MZ,-17.8786,36.8883,68.63,94,0,3.85,clear sky
411,Maumere,ID,-8.6199,122.2111,80.42,77,11,6.78,few clouds
412,Port Shepstone,ZA,-30.7414,30.455,66.6,77,10,8.37,clear sky
413,Grootfontein,NA,-19.5667,18.1167,59.88,40,2,5.46,clear sky
414,Huaiyuan,CN,32.973,117.1995,66.04,65,95,5.39,overcast clouds
415,Ranong,TH,9.9658,98.6348,80.29,83,100,10.58,overcast clouds
416,Krasnokholmskiy,RU,55.9873,55.0466,34.9,96,20,6.44,few clouds
417,Adre,TD,13.4667,22.2,83.53,15,13,8.7,few clouds
418,Ati,TD,13.2154,18.3353,92.35,21,72,6.85,broken clouds
419,Broken Hill,AU,-31.95,141.4333,50.14,60,100,12.06,overcast clouds
420,Tonekabon,IR,36.8163,50.8738,70.07,58,0,2.35,clear sky
421,Vilhena,BR,-12.7406,-60.1458,57.7,50,79,3.36,broken clouds
422,Tomohon,ID,1.3346,124.8392,70.74,85,33,2.44,scattered clouds
423,Jiayuguan,CN,39.8167,98.3,62.22,30,45,4.07,scattered clouds
424,Iqaluit,CA,63.7506,-68.5145,29.93,92,100,4.61,light snow
425,Mabaruma,GY,8.2,-59.7833,74.16,85,67,3.4,broken clouds
426,Prince George,CA,53.9166,-122.753,59.25,37,92,5.99,overcast clouds
427,Shakiso,ET,5.75,38.9167,56.8,99,36,0.81,scattered clouds
428,Duluth,US,46.7833,-92.1066,53.08,88,100,17.27,overcast clouds
429,Curup,ID,-3.4667,102.5333,65.93,96,60,1.43,broken clouds
430,Bloemfontein,ZA,-29.1211,26.214,51.3,48,29,8.63,scattered clouds
431,Hay River,CA,60.8156,-115.7999,39.69,44,27,7.99,scattered clouds
432,Cidreira,BR,-30.1811,-50.2056,57.78,85,25,9.93,scattered clouds
433,Shimoda,JP,34.6667,138.95,69.28,76,100,5.66,overcast clouds
434,La Sarre,CA,48.8002,-79.1996,51.8,77,99,9.91,overcast clouds
435,Slave Lake,CA,55.2834,-114.769,41.05,93,100,10.22,overcast clouds
436,Moses Lake,US,47.1301,-119.2781,65.08,19,100,9.22,overcast clouds
437,Qunduz,AF,36.729,68.857,76.98,44,98,6.55,overcast clouds
438,Sergeyevka,KZ,53.88,67.4158,49.78,66,67,13.33,broken clouds
439,Bollnas,SE,61.3482,16.3946,43.74,79,100,3.06,overcast clouds
440,Okato,NZ,-39.2,173.8833,58.91,100,93,27.65,overcast clouds
441,Novokorsunskaya,RU,45.6408,39.1464,51.76,94,95,12.8,light rain
442,Vila,PT,42.0304,-8.1588,52.7,86,100,0.6,overcast clouds
443,Zhigansk,RU,66.7697,123.3711,38.48,71,5,5.86,clear sky
444,Canchungo,GW,12.0672,-16.0333,76.05,81,75,10.04,broken clouds
445,Meiktila,MM,20.8667,95.8667,80.62,74,99,5.08,overcast clouds
446,Mago,RU,53.2514,140.1822,42.93,68,89,2.66,overcast clouds
447,Filadelfia,US,39.9523,-75.1638,78.91,66,40,8.05,scattered clouds
448,Hit,IQ,33.6416,42.8251,82.31,19,18,12.26,few clouds
449,Ponferrada,ES,42.5466,-6.5962,68.11,63,100,3.0,overcast clouds
450,Ostrovnoy,RU,68.0531,39.5131,32.68,82,100,16.55,overcast clouds
451,Plouzane,FR,48.3833,-4.6167,57.25,71,0,3.44,light rain
452,Rincon,US,32.296,-81.2354,89.85,41,13,4.0,few clouds
453,Hofn,IS,64.2539,-15.2082,45.9,95,100,11.72,overcast clouds
454,Marystown,CA,47.1666,-55.1483,42.85,100,17,3.0,few clouds
455,Banyuwangi,ID,-8.2325,114.3576,75.96,92,99,1.92,overcast clouds
456,Fenoarivo Atsinanana,MG,-17.3667,49.4167,68.99,88,48,10.11,scattered clouds
457,Lakes Entrance,AU,-37.8811,147.981,57.16,59,92,5.1,overcast clouds
458,Sivaki,RU,52.6333,126.75,56.68,57,75,1.28,light rain
459,Trairi,BR,-3.2778,-39.2689,77.36,84,76,4.21,broken clouds
460,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,93,40,6.91,scattered clouds
461,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,40.78,100,100,4.47,overcast clouds
462,Khanpur,PK,28.6453,70.6567,92.86,24,0,13.91,clear sky
463,Tautira,PF,-17.7333,-149.15,79.56,72,7,5.73,clear sky
464,Beringovskiy,RU,63.05,179.3167,36.32,88,100,5.28,overcast clouds
465,Hasaki,JP,35.7333,140.8333,70.29,74,99,14.41,overcast clouds
466,Jimma,ET,7.6667,36.8333,62.24,87,77,1.7,light rain
467,Kpandae,GH,8.4689,-0.0113,79.29,76,86,9.75,overcast clouds
468,Babu,CN,24.4167,111.5167,74.26,84,77,1.61,broken clouds
469,Cabra,ES,37.4725,-4.4421,73.74,35,97,6.04,overcast clouds
470,Nizwa,OM,22.9333,57.5333,82.85,32,1,3.44,clear sky
471,Saint-Joseph,RE,-21.3667,55.6167,66.58,73,21,10.31,few clouds
472,Vardo,NO,70.3705,31.1107,33.78,64,100,3.44,overcast clouds
473,Itacarambi,BR,-15.1022,-44.0919,59.79,29,84,5.46,broken clouds
474,Pedra Branca,BR,-5.4542,-39.7172,72.95,81,93,4.05,overcast clouds
475,Hualmay,PE,-11.0964,-77.6139,67.17,82,14,11.52,few clouds
476,Kaduna,NG,10.5222,7.4383,76.64,71,94,3.83,overcast clouds
477,Smithers,CA,54.7804,-127.1743,57.04,48,39,7.29,light rain
478,Alpena,US,45.0617,-83.4327,62.92,63,0,8.05,clear sky
479,Mareeba,AU,-17.0,145.4333,72.45,89,44,2.89,scattered clouds
480,Vidim,RU,56.4088,103.1106,57.06,51,61,2.57,broken clouds
481,Calbuco,CL,-41.768,-73.1273,60.01,77,95,18.84,overcast clouds
482,Ordzhonikidze,KZ,52.4411,61.7408,50.77,77,96,16.24,overcast clouds
483,Vila Do Maio,CV,15.1333,-23.2167,72.39,83,14,18.28,few clouds
484,Umm Lajj,SA,25.0213,37.2685,80.17,70,0,9.22,clear sky
485,Balclutha,NZ,-46.2339,169.75,42.84,85,100,6.8,overcast clouds
486,Sexsmith,CA,55.35,-118.786,45.75,61,75,10.36,broken clouds
487,Singaraja,ID,-8.112,115.0882,80.26,81,100,3.33,overcast clouds
488,Irtyshskiy,RU,58.3333,68.1333,42.64,86,38,11.56,scattered clouds
489,Aksay,RU,47.26,39.87,52.25,91,70,8.01,broken clouds
490,Mandera,KE,3.9366,41.867,79.36,63,37,16.69,scattered clouds
491,Ust-Kut,RU,56.7938,105.7672,56.01,54,27,0.76,scattered clouds
492,Kemijarvi,FI,66.7131,27.4306,33.73,75,57,3.04,broken clouds
493,Candido Mendes,BR,-1.4467,-45.7167,75.45,94,94,2.73,moderate rain
494,Kikwit,CD,-5.041,18.8162,75.36,78,94,0.63,overcast clouds
495,Omis,HR,43.4447,16.6886,64.18,55,3,4.5,clear sky
496,Aykhal,RU,66.0,111.5,33.51,99,100,8.14,overcast clouds
497,Yilan,TW,24.757,121.753,82.36,99,49,3.74,scattered clouds
498,Chapais,CA,49.7834,-74.8492,53.38,80,100,4.18,overcast clouds
499,Kupang,ID,-10.1667,123.5833,78.4,79,0,9.48,clear sky
500,Puerto El Triunfo,SV,13.2833,-88.55,84.99,66,57,8.61,broken clouds
501,Galesong,ID,-5.3166,119.3661,75.22,79,97,6.2,overcast clouds
502,Yazd,IR,31.8972,54.3675,72.86,17,0,2.71,clear sky
503,Ambilobe,MG,-13.2,49.05,68.02,82,100,3.38,overcast clouds
504,Twin Falls,US,42.3505,-114.6445,51.69,27,100,33.38,overcast clouds
505,Miyako,JP,39.6367,141.9525,64.96,58,60,3.47,broken clouds
506,Yuxia,CN,34.0615,108.6291,70.09,57,96,1.19,overcast clouds
507,Hauterive,FR,46.0901,3.4459,72.36,75,47,5.23,scattered clouds
508,Mersing,MY,2.4312,103.8405,77.41,89,60,3.62,broken clouds
509,Luderitz,NA,-26.6481,15.1594,53.31,83,3,8.1,clear sky
510,Boguchany,RU,58.3814,97.4531,57.27,63,53,5.1,broken clouds
511,Kamaishi,JP,39.2667,141.8833,63.34,63,86,4.74,overcast clouds
512,Zambezi,ZM,-13.5432,23.1047,60.01,60,73,2.15,broken clouds
513,San Isidro,PE,-12.1167,-77.05,73.02,68,20,13.8,few clouds
514,Karasburg,NA,-28.0167,18.75,47.91,75,90,15.32,overcast clouds
515,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,100,20,9.22,few clouds
516,Marquette,US,46.5333,-87.6335,49.44,93,100,7.09,overcast clouds
517,Kumluca,TR,36.3703,30.2869,66.72,63,11,4.76,few clouds
518,Aasiaat,GL,68.7098,-52.8699,27.1,76,2,7.85,clear sky
519,Bam,IR,29.106,58.357,81.34,10,0,13.24,clear sky
520,Antofagasta,CL,-23.65,-70.4,60.08,83,10,5.26,clear sky
521,Brokopondo,SR,4.75,-55.1667,74.89,94,100,6.38,overcast clouds
522,Inegol,TR,40.0781,29.5133,40.28,89,2,1.21,clear sky
523,Feicheng,CN,35.2606,117.9675,68.54,52,10,5.46,clear sky
524,Manbij,SY,36.5281,37.9549,64.2,55,0,10.2,clear sky
525,Ust-Nera,RU,64.5667,143.2,37.85,80,91,5.32,overcast clouds
526,Negara,ID,-8.3151,114.6025,76.96,90,98,2.91,overcast clouds
527,Gambela,ET,8.25,34.5833,71.6,85,80,4.5,broken clouds
528,Dakar,SN,14.6937,-17.4441,74.28,83,15,19.73,few clouds
529,Chicama,PE,-7.8447,-79.1469,63.14,78,43,9.1,scattered clouds
530,Oranjestad,AW,12.524,-70.027,82.35,74,20,21.85,few clouds
531,Luis Correia,BR,-2.8792,-41.6669,77.9,85,93,5.82,overcast clouds
532,Ryotsu,JP,38.0833,138.4333,64.33,69,93,8.16,overcast clouds
533,Namatanai,PG,-3.6667,152.4333,83.91,68,15,4.45,few clouds
534,Buraydah,SA,26.326,43.975,84.65,11,0,6.67,clear sky
535,Salinopolis,BR,-0.6136,-47.3561,77.11,87,100,4.41,overcast clouds
536,Itupeva,BR,-23.1531,-47.0578,51.53,76,0,4.61,clear sky
537,Lodja,CD,-3.4833,23.4333,70.52,93,81,1.07,broken clouds
538,Husavik,IS,66.0449,-17.3389,47.08,78,60,10.29,broken clouds
539,Sainte-Rose,GP,16.3324,-61.6979,80.64,78,20,6.91,few clouds
540,Nizhnevartovsk,RU,60.9344,76.5531,48.22,100,20,13.42,few clouds
541,Hervey Bay,AU,-25.2986,152.8535,72.01,70,100,5.99,overcast clouds
542,Saint-Augustin,CA,51.226,-58.6502,45.59,65,89,10.56,overcast clouds
543,Atikokan,CA,48.7555,-91.6216,55.33,63,100,9.42,overcast clouds
544,Jalu,LY,29.0331,21.5482,73.18,51,0,16.06,clear sky
545,Mount Isa,AU,-20.7333,139.5,71.37,56,75,8.05,broken clouds
546,Portland,US,45.5234,-122.6762,58.62,73,75,5.99,broken clouds
547,Axim,GH,4.8699,-2.2405,79.63,87,100,7.99,overcast clouds
548,Agadez,NE,19.75,10.25,84.56,28,60,9.04,broken clouds
549,Okhotsk,RU,59.3833,143.3,35.89,97,96,8.84,light rain
550,Jumla,NP,29.2747,82.1838,52.57,78,8,4.85,clear sky
551,Pacifica,US,37.6138,-122.4869,82.53,57,40,26.46,haze
552,Marzuq,YE,14.4,46.4667,74.82,28,10,4.61,clear sky
553,Ginda,IN,30.6945,78.4932,62.6,35,0,8.77,clear sky
554,Tsabong,BW,-26.0217,22.401,59.67,64,75,10.38,broken clouds
555,Egvekinot,RU,66.3167,-179.1667,30.92,93,99,3.98,overcast clouds
556,Conde,BR,-7.2597,-34.9075,78.26,94,20,3.44,few clouds
557,Frutal,BR,-20.0247,-48.9406,54.34,62,22,2.1,few clouds
558,Kaeo,NZ,-35.1,173.7833,65.32,88,97,16.42,overcast clouds
559,Margate,GB,51.3813,1.3862,56.3,86,96,3.0,overcast clouds
560,Skibbereen,IE,51.55,-9.2667,55.11,89,82,16.82,broken clouds
561,Simao,CN,22.7886,100.9748,63.03,99,55,1.88,broken clouds
562,Lamont,US,35.2597,-118.9143,93.47,13,5,15.17,clear sky
563,Mgandu,TZ,-5.95,34.1333,58.24,82,48,7.85,scattered clouds
564,Auki,SB,-8.7676,160.7034,83.91,68,2,0.98,clear sky
565,Troutdale,US,45.5393,-122.3873,58.01,74,0,5.75,clear sky
566,Bilibino,RU,68.0546,166.4372,38.79,99,100,1.86,overcast clouds
567,Moissala,TD,8.3404,17.7663,76.62,73,75,1.61,broken clouds
568,Kaduqli,SD,11.0167,29.7167,85.05,42,52,4.38,broken clouds
569,Kargil,IN,34.5667,76.1,45.43,53,97,3.13,light rain
570,Yumen,CN,40.2833,97.2,63.28,30,20,2.19,few clouds
571,Ulaangom,MN,49.9811,92.0667,61.79,30,4,2.75,clear sky
572,Toropets,RU,56.4978,31.6353,40.91,96,73,4.9,broken clouds
573,Wageningen,NL,51.9667,5.6667,57.04,96,100,2.3,mist
574,The Pas,CA,53.8251,-101.2541,48.22,40,100,10.36,overcast clouds
575,Whitehorse,CA,60.7161,-135.0538,58.1,32,75,4.61,broken clouds
576,Road Town,VG,18.4167,-64.6167,82.44,78,40,6.91,scattered clouds
577,Jacareacanga,BR,-6.2222,-57.7528,71.42,69,17,2.68,few clouds
578,Roald,NO,62.5833,6.1333,52.75,93,64,9.22,broken clouds
579,Borovoy,RU,55.4333,86.0833,54.68,71,0,11.18,clear sky
580,Lerwick,GB,60.1545,-1.1494,50.0,83,81,11.86,broken clouds
581,Mana,GF,5.6592,-53.7767,76.77,87,57,6.02,broken clouds
582,Tazovskiy,RU,67.4667,78.7,36.93,89,100,15.55,overcast clouds
583,Santiago De Cao,PE,-7.9589,-79.2392,64.53,82,59,11.5,fog
584,Port Macquarie,AU,-31.4333,152.9167,60.89,66,100,8.12,overcast clouds
585,Kysyl-Syr,RU,63.8986,122.7617,42.96,80,61,7.52,broken clouds
586,Oksfjord,NO,70.2396,22.3479,35.78,86,56,8.21,broken clouds
587,Gimli,CA,50.6336,-96.9907,41.02,60,100,11.5,light rain
588,Taicheng,CN,38.731,113.228,61.86,41,7,2.01,clear sky
589,Pleasant Point,NZ,-44.2667,171.1333,48.27,45,100,5.44,overcast clouds
590,Ontario,US,34.0633,-117.6509,92.66,56,20,17.27,haze
591,Shiyan,CN,32.6475,110.7781,63.1,81,69,1.79,broken clouds
592,Amalner,IN,21.05,75.0667,87.28,39,7,10.65,clear sky
593,Warrington,GB,53.3925,-2.5802,56.12,73,0,6.91,clear sky
594,Birsk,RU,55.4211,55.5428,36.39,97,33,8.3,scattered clouds
595,Hidalgotitlan,MX,17.7833,-94.6333,95.02,23,45,15.73,scattered clouds
596,Chiredzi,ZW,-21.05,31.6667,66.72,69,72,5.3,broken clouds
597,Huron,US,41.1501,-82.5499,77.56,61,89,8.32,overcast clouds
598,Sete Lagoas,BR,-19.4658,-44.2467,56.28,66,100,4.56,overcast clouds
599,Choya,RU,52.0108,86.5467,56.73,90,56,2.89,broken clouds
600,Santa Marta,CO,11.2408,-74.199,85.89,73,100,10.0,overcast clouds
601,Badou,TG,7.5833,0.6,73.99,95,53,4.03,broken clouds
602,High Level,CA,58.5169,-117.136,51.91,35,20,16.11,few clouds
603,Lamu,KE,-2.2717,40.902,79.02,80,79,12.84,broken clouds
604,Papetoai,PF,-17.4961,-149.8729,85.59,73,9,7.29,light rain
605,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.93,74,8,1.59,clear sky
606,Mazagao,BR,-0.115,-51.2894,78.85,98,98,4.03,overcast clouds
607,Andenes,NO,69.3143,16.1194,33.78,86,96,3.44,overcast clouds
608,Kahului,US,20.8947,-156.47,86.02,54,40,11.5,scattered clouds
609,Laguna,US,38.421,-121.4238,93.16,15,0,18.41,clear sky
610,Karratha,AU,-20.7377,116.8463,73.49,66,0,6.08,clear sky
611,Half Moon Bay,US,37.4636,-122.4286,83.53,55,0,26.46,haze
612,Matara,LK,5.9485,80.5353,77.52,91,75,8.41,broken clouds
613,Bhachau,IN,23.2833,70.35,80.69,72,1,11.77,clear sky
614,Tinde,TZ,-3.8833,33.2,65.53,51,50,4.29,scattered clouds
615,Moree,AU,-29.4667,149.85,60.06,64,100,10.69,light rain
616,Kampong Chhnang,KH,12.1667,104.55,76.66,90,98,1.59,overcast clouds
617,Magsaysay,PH,6.7667,125.1833,78.66,83,69,2.57,broken clouds
618,Tommot,RU,58.9564,126.2925,45.91,94,100,10.02,light rain
619,Itaituba,BR,-4.2761,-55.9836,73.18,83,99,2.53,overcast clouds
620,Ormara,PK,25.2088,64.6357,81.43,90,0,11.9,clear sky
621,Antsohihy,MG,-14.8796,47.9875,68.86,72,29,7.14,scattered clouds
622,Keti Bandar,PK,24.1447,67.4497,80.98,84,0,15.99,clear sky
623,Acapulco,MX,16.8634,-99.8901,85.82,58,0,6.91,clear sky
624,Le Port,RE,-20.9373,55.2919,69.76,79,51,1.77,broken clouds
625,Biak,ID,-0.9131,122.8766,78.58,82,77,5.66,broken clouds
626,Valparaiso,CL,-33.0393,-71.6273,58.64,83,75,6.91,broken clouds
627,Owase,JP,34.0667,136.2,70.86,51,100,0.54,overcast clouds
628,Ukiah,US,39.1502,-123.2078,83.44,31,0,18.41,clear sky
629,Matay,EG,28.419,30.7792,79.0,21,64,7.74,broken clouds
630,Omboue,GA,-1.5746,9.2618,75.96,92,99,4.18,overcast clouds
631,San Pedro,PH,14.35,121.0167,79.83,89,75,1.14,broken clouds
632,Kieta,PG,-6.2167,155.6333,84.29,69,2,2.57,clear sky
633,Flin Flon,CA,54.7682,-101.865,51.64,40,75,16.11,broken clouds
634,Waverly,US,42.7392,-84.6208,75.13,74,75,8.05,light rain
635,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,16.11,few clouds
636,Grindavik,IS,63.8424,-22.4338,50.47,87,75,8.05,moderate rain
637,Japura,ID,-0.3167,102.35,74.68,98,95,2.89,overcast clouds
638,Abu Samrah,SY,35.3029,37.1841,64.71,55,0,5.79,clear sky
639,Neustadt,DE,49.7117,12.0872,62.29,94,0,0.0,light rain
640,Olga,RU,43.7444,135.2892,61.9,64,29,3.27,scattered clouds
641,Xihua,CN,33.7833,114.5167,63.7,72,92,2.19,overcast clouds
642,Chernyshevskiy,RU,63.0128,112.4714,43.16,93,100,6.49,overcast clouds
643,Villa Carlos Paz,AR,-31.4241,-64.4978,53.38,64,7,4.29,clear sky
644,Toguchin,RU,55.2353,84.3858,52.66,72,20,8.59,few clouds
645,Luangwa,ZM,-15.6167,30.4167,64.09,84,1,3.24,clear sky
646,Altus,US,34.6381,-99.334,107.67,10,0,18.41,clear sky
647,Barreiras,BR,-12.1528,-44.99,70.43,45,96,3.56,overcast clouds
648,San Quintin,MX,30.4833,-115.95,64.47,65,1,8.41,clear sky
649,Koungheul,SN,13.9833,-14.8,87.42,35,40,14.14,scattered clouds
650,Zhuanghe,CN,39.7008,122.9911,58.57,83,78,11.86,broken clouds
651,Pyinmana,MM,19.7333,96.2167,78.48,85,100,1.48,overcast clouds
652,Tarakan,ID,3.3,117.6333,76.5,94,40,2.3,light rain
653,Kourou,GF,5.1552,-52.6478,80.11,90,92,4.81,overcast clouds
654,Aboso,GH,5.3617,-1.9473,75.31,97,99,2.17,overcast clouds
655,Gurupa,BR,-1.405,-51.64,73.4,98,99,2.62,overcast clouds
656,Minot,US,48.2325,-101.2963,52.02,71,100,9.22,overcast clouds
657,Kapit,MY,2.0167,112.9333,74.17,100,100,0.27,overcast clouds
658,Pangkalanbuun,ID,-2.6833,111.6167,73.96,98,74,1.54,broken clouds
659,Tyukhtet,RU,56.5389,89.3011,58.5,81,100,13.38,overcast clouds
660,Jibuti,DJ,11.5,42.5,82.31,36,49,2.06,scattered clouds
661,Bondo,CD,3.8146,23.6866,69.22,99,96,2.33,overcast clouds
662,Grand Gaube,MU,-20.0064,57.6608,73.8,81,50,5.01,scattered clouds
663,Biloela,AU,-24.4167,150.5,66.43,75,100,16.06,overcast clouds
664,Shirokiy,RU,49.758,129.523,55.0,56,99,14.67,overcast clouds
665,Antalaha,MG,-14.9003,50.2788,69.73,86,39,7.2,scattered clouds
666,Corinto,GR,37.9407,22.9573,61.41,50,0,4.97,clear sky
667,Iquitos,PE,-3.7481,-73.2472,73.44,78,100,3.44,overcast clouds
668,Taihe,CN,30.8712,105.3845,66.74,87,100,2.46,overcast clouds
669,Camacha,PT,33.0833,-16.3333,63.82,88,40,9.22,scattered clouds
670,Chunoyar,RU,57.4467,97.3217,59.54,62,39,4.74,scattered clouds
671,Kibala,TD,9.1104,18.3463,82.35,74,0,9.22,clear sky
672,Pervomayskoye,RU,43.919,46.7102,54.55,85,100,20.98,overcast clouds
673,Aromashevo,RU,56.8602,68.6375,43.41,86,41,11.21,scattered clouds
674,Kyren,RU,51.6828,102.1408,62.92,42,26,1.79,scattered clouds
675,Geilo,NO,60.5333,8.2076,45.55,69,100,7.0,overcast clouds
676,Trincomalee,LK,8.5711,81.2335,81.72,74,96,21.7,overcast clouds
677,Ongandjera,NA,-17.8833,15.0667,62.89,61,22,13.04,few clouds
678,Nagato,JP,34.3833,131.2,62.2,66,100,5.23,overcast clouds
679,Neyshabur,IR,36.2133,58.7958,64.2,51,0,2.98,clear sky
680,Inhambane,MZ,-23.865,35.3833,70.84,85,67,6.69,broken clouds
681,Wajid,SO,3.8093,43.2471,74.17,75,58,18.66,broken clouds
682,Ndioum,SN,16.5129,-14.6471,87.69,21,6,15.57,clear sky
683,Tongren,CN,27.7172,109.1853,59.32,95,83,1.39,broken clouds
684,Hearst,CA,49.6835,-83.6665,57.45,68,100,2.66,overcast clouds
685,Jiblah,YE,13.9216,44.1467,67.42,34,7,4.88,clear sky
686,Cascais,PT,38.6979,-9.4215,66.97,64,99,18.01,overcast clouds
687,Gladstone,AU,-23.85,151.25,67.93,83,100,10.36,light rain
688,Sept-Iles,CA,50.2001,-66.3821,54.12,57,40,6.91,scattered clouds
689,Dwarka,IN,22.2394,68.9678,81.21,79,1,15.97,clear sky
690,Forbes,AU,-33.3833,148.0167,50.92,66,100,10.47,overcast clouds
691,Mingyue,CN,43.1069,128.9217,62.19,62,8,5.37,clear sky
692,Isiro,CD,2.7739,27.616,67.03,98,94,1.7,overcast clouds
693,Adrar,MR,20.5022,-10.0711,84.74,8,87,1.1,overcast clouds
694,Prokudskoye,RU,55.0089,82.4574,53.47,57,0,11.18,clear sky
695,Gorontalo,ID,0.5412,123.0595,77.7,92,41,1.32,scattered clouds
696,Svetlaya,RU,46.5389,138.3297,57.52,57,80,2.51,broken clouds
697,Najran,SA,17.4924,44.1277,74.05,15,13,3.83,few clouds
698,Tarragona,ES,41.129,1.249,67.39,79,0,2.3,clear sky
699,Port Lincoln,AU,-34.7333,135.8667,57.79,61,2,15.64,clear sky
